abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization
"Senator Lindsey Graham, Republican of South Carolina and chairman of the Judiciary Committee, said Wednesday night that James B. Comey, the former F.B.I. director, would testify before the committee on Sept. 30 without a subpoena.",https://www.nytimes.com/2020/09/17/us/elections/lindsey-graham-says-comey-will-testify-before-a-senate-committee-the-day-after-the-first-presidential-debate.html,,"Senator Lindsey Graham, Republican of South Carolina and chairman of the Judiciary Committee, said Wednesday night that James B. Comey, the former F.B.I. director, would testify before the committee on Sept. 30 without a subpoena.",,,The New York Times,[],2020-09-17 13:38:31+00:00,article,Politics,U.S.,Elections,News,nyt://article/51d69ab4-1378-53a9-881b-ce4c765ae0b3,184,nyt://article/51d69ab4-1378-53a9-881b-ce4c765ae0b3,Lindsey Graham says Comey will testify before a Senate committee the day after the first presidential debate.,,,,,,,By Tom Kertscher,"[{'firstname': 'Tom', 'middlename': None, 'lastname': 'Kertscher', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
"It has been clear for months that it is unlikely a winner in the presidential election will be declared on election night this year, as many battleground states expect unprecedented surges in mail-in ballots, which take much longer to process, certify and tabulate than traditional in-person voting.",https://www.nytimes.com/2020/09/17/us/elections/election-results-will-take-longer-but-not-because-of-unsolicited-ballots-despite-trumps-claims.html,,"It has been clear for months that it is unlikely a winner in the presidential election will be declared on election night this year, as many battleground states expect unprecedented surges in mail-in ballots, which take much longer to process, certify and tabulate than traditional in-person voting.",,,The New York Times,[],2020-09-17 14:28:11+00:00,article,Politics,U.S.,Elections,News,nyt://article/bc213edc-76dc-5285-8ab4-d9a33c9d3cd1,544,nyt://article/bc213edc-76dc-5285-8ab4-d9a33c9d3cd1,"Election results will take longer, but not because of ‘unsolicited ballots,’ despite Trump’s claims.",,,,,,,By Nick Corasaniti and Davey Alba,"[{'firstname': 'Nick', 'middlename': None, 'lastname': 'Corasaniti', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Davey', 'middlename': None, 'lastname': 'Alba', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",
It’s a cautionary tale about the messy process of citizen-led ballot initiatives and how a dominant political party can exert its power.,https://www.nytimes.com/2020/09/17/us/florida-felons-voting.html,It’s a cautionary tale about the messy process of citizen-led ballot initiatives and how a dominant political party can exert its power.,"MIAMI — Jeff Gruver voted for the first time ever in March, casting an enthusiastic ballot for Bernie Sanders in Florida’s presidential primary.",A,13,The New York Times,"[{'name': 'glocations', 'value': 'Florida', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Ex-Convicts', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Voter Registration and Requirements', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2020', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Decisions and Verdicts', 'rank': 5, 'major': 'N'}]",2020-09-17 15:27:42+00:00,article,National,U.S.,,News,nyt://article/011b34c8-3cfc-529c-89b2-30b0a3d90461,1640,nyt://article/011b34c8-3cfc-529c-89b2-30b0a3d90461,How Republicans Undermined Ex-Felon Voting Rights in Florida,,,"They Were Eager to Vote, Until Money Got in the Way",,,,By Patricia Mazzei and Michael Wines,"[{'firstname': 'Patricia', 'middlename': None, 'lastname': 'Mazzei', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Michael', 'middlename': None, 'lastname': 'Wines', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",
"Beijing’s hopes of using Europe as a counterweight to the United States have faltered as country after country confronts China over trade, Hong Kong, human rights and other issues.",https://www.nytimes.com/2020/09/17/world/asia/china-europe-xi-jinping.html,"Beijing’s hopes of using Europe as a counterweight to the United States have faltered as country after country confronts China over trade, Hong Kong, human rights and other issues.","After rebuking a senior Czech lawmaker for visiting Taiwan this month, the Chinese foreign minister, Wang Yi, received an obscenity-laced public letter that punctuated just how far China’s standing in Europe has fallen.",A,11,The New York Times,"[{'name': 'glocations', 'value': 'China', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Xi Jinping', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Europe', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Wang Yi', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'European Union', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'International Trade and World Market', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Political Prisoners', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 11, 'major': 'N'}]",2020-09-17 16:36:58+00:00,article,Foreign,World,Asia Pacific,News,nyt://article/a6154386-3119-5514-84eb-7ff9e1ec9f51,1469,nyt://article/a6154386-3119-5514-84eb-7ff9e1ec9f51,"China, Seeking a Friend in Europe, Finds Rising Anger and Frustration",,,"Seeking Friends in Europe, China Finds Rising Anger",,,,By Steven Lee Myers,"[{'firstname': 'Steven', 'middlename': 'Lee', 'lastname': 'Myers', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
"Joseph R. Biden Jr. holds a four-point edge over President Trump among registered voters in Arizona, though that advantage fades when the sample focuses only on likely voters, according to a Monmouth University poll released Thursday.",https://www.nytimes.com/2020/09/17/us/elections/biden-and-kelly-have-the-edge-in-a-new-monmouth-poll-of-likely-voters-in-arizona.html,,"Joseph R. Biden Jr. holds a four-point edge over President Trump among registered voters in Arizona, though that advantage fades when the sample focuses only on likely voters, according to a Monmouth University poll released Thursday.",,,The New York Times,[],2020-09-17 16:52:34+00:00,article,Politics,U.S.,Elections,News,nyt://article/9d9712ee-519c-540d-b2ea-98b955dfdf89,435,nyt://article/9d9712ee-519c-540d-b2ea-98b955dfdf89,Biden and Kelly have the edge in a new Monmouth poll of likely voters in Arizona.,,,,,,,By Glenn Thrush,"[{'firstname': 'Glenn', 'middlename': None, 'lastname': 'Thrush', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
"A woman on Thursday added her voice to the chorus of those who have accused President Trump of sexual assault or misconduct over the past 40 years, coming forward in an interview with The Guardian to say that he kissed and groped her against her will at the United States Open tennis tournament in 1997.",https://www.nytimes.com/2020/09/17/us/elections/amy-dorris-trump-assault.html,,"A woman on Thursday added her voice to the chorus of those who have accused President Trump of sexual assault or misconduct over the past 40 years, coming forward in an interview with The Guardian to say that he kissed and groped her against her will at the United States Open tennis tournament in 1997.",,,The New York Times,"[{'name': 'persons', 'value': 'Trump, Donald J', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Dorris, Amy', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Sexual Harassment', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Sex Crimes', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2020', 'rank': 6, 'major': 'N'}]",2020-09-17 17:11:13+00:00,article,Politics,U.S.,Elections,News,nyt://article/d1ed83bd-42ef-5230-ae07-3c29b9a3261a,497,nyt://article/d1ed83bd-42ef-5230-ae07-3c29b9a3261a,"Amy Dorris, a former model, accuses Trump of sexually assaulting her at the U.S. Open in 1997.",,,,,,,By Annie Karni,"[{'firstname': 'Annie', 'middlename': None, 'lastname': 'Karni', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
"MIAMI — Jeff Gruver voted for the first time ever in March, casting an enthusiastic ballot for Bernie Sanders in Florida’s presidential primary.",https://www.nytimes.com/2020/09/17/us/elections/ex-felons-in-florida-got-back-the-right-to-vote-but-then-state-republicans-gutted-the-effort.html,,"MIAMI — Jeff Gruver voted for the first time ever in March, casting an enthusiastic ballot for Bernie Sanders in Florida’s presidential primary.",,,The New York Times,[],2020-09-17 17:16:20+00:00,article,Politics,U.S.,Elections,News,nyt://article/b4449e11-885d-5cd6-9cbc-ffa19a869786,235,nyt://article/b4449e11-885d-5cd6-9cbc-ffa19a869786,"Ex-felons in Florida got back the right to vote, but then state Republicans gutted the effort.",,,,,,,By Patricia Mazzei and Michael Wines,"[{'firstname': 'Patricia', 'middlename': None, 'lastname': 'Mazzei', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Michael', 'middlename': None, 'lastname': 'Wines', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",
"Despite the president’s repeated claims that a vaccine will be available in October, scientists, companies and federal officials all say that most people won’t get one until well into next year.",https://www.nytimes.com/2020/09/17/health/covid-vaccine-when-available.html,"Despite the president’s repeated claims that a vaccine will be available in October, scientists, companies and federal officials all say that most people won’t get one until well into next year.",,A,8,The New York Times,"[{'name': 'subject', 'value': 'Clinical Trials', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Shortages', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'AstraZeneca PLC', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Advisory Committee on Immunization Practices', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Centers for Disease Control and Prevention', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Food and Drug Administration', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Johnson & Johnson', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'Moderna Inc', 'rank': 11, 'major': 'N'}, {'name': 'organizations', 'value': 'Novavax Inc', 'rank': 12, 'major': 'N'}, {'name': 'organizations', 'value': 'Pfizer Inc', 'rank': 13, 'major': 'N'}, {'name': 'persons', 'value': 'Redfield, Robert R', 'rank': 14, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 15, 'major': 'N'}]",2020-09-17 17:27:27+00:00,article,Science,Health,,News,nyt://article/e6e201fb-fbd4-57ab-878f-381ca0c3f0ee,1552,nyt://article/e6e201fb-fbd4-57ab-878f-381ca0c3f0ee,When Will You Be Able to Get a Coronavirus Vaccine?,,,"Vaccine May Be Imminent, but Experts Say a Mass Inoculation Wouldn’t Be",,,,By Katie Thomas and Jesse Drucker,"[{'firstname': 'Katie', 'middlename': None, 'lastname': 'Thomas', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Jesse', 'middlename': None, 'lastname': 'Drucker', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",
"Amid the most unusual presidential election in decades, the Trump campaign is turning to a very familiar Republican line of attack in two new ads: that Joseph R. Biden Jr. will raise your taxes. One of the ads focuses on the story of a small business owner named Juliette.",https://www.nytimes.com/2020/09/17/us/politics/new-duo-of-trump-ads-target-biden-on-taxes.html,,"Amid the most unusual presidential election in decades, the Trump campaign is turning to a very familiar Republican line of attack in two new ads: that Joseph R. Biden Jr. will raise your taxes. One of the ads focuses on the story of a small business owner named Juliette.",,,The New York Times,[],2020-09-17 18:39:30+00:00,article,Politics,U.S.,Politics,News,nyt://article/f552d1e4-eaa1-5e27-bcd2-2c582bd86979,374,nyt://article/f552d1e4-eaa1-5e27-bcd2-2c582bd86979,New duo of Trump ads target Biden on taxes.,Ad Watch,,,,,,By Nick Corasaniti,"[{'firstname': 'Nick', 'middlename': None, 'lastname': 'Corasaniti', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
"This year’s presidential election will be the first for Patrik Frisk as a U.S. citizen, and the Swedish-born chief executive of Under Armour is marking it with a major get-out-the-vote initiative by the sports apparel business.",https://www.nytimes.com/2020/09/17/us/elections/under-armours-ceo-marks-his-first-election-as-a-us-citizen-with-a-voting-drive.html,,"This year’s presidential election will be the first for Patrik Frisk as a U.S. citizen, and the Swedish-born chief executive of Under Armour is marking it with a major get-out-the-vote initiative by the sports apparel business.",,,The New York Times,[],2020-09-17 18:51:58+00:00,article,Politics,U.S.,Elections,News,nyt://article/c1704f78-2010-50a2-8867-25667ea9e24c,261,nyt://article/c1704f78-2010-50a2-8867-25667ea9e24c,Under Armour’s C.E.O. marks his first election as a U.S. citizen with a voting drive.,,,,,,,By Lauren Hirsch,"[{'firstname': 'Lauren', 'middlename': None, 'lastname': 'Hirsch', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
"Richard Uihlein, a conservative packaging supplies magnate, plunged another $10 million into the 2020 election in August, donating to the Club for Growth just as the group began spending on the presidential campaign.",https://www.nytimes.com/2020/09/17/us/elections/richard-uihlein-a-top-gop-megadonor-gave-another-10-million-in-august.html,,"Richard Uihlein, a conservative packaging supplies magnate, plunged another $10 million into the 2020 election in August, donating to the Club for Growth just as the group began spending on the presidential campaign.",,,The New York Times,[],2020-09-17 19:13:30+00:00,article,Politics,U.S.,Elections,News,nyt://article/d2b13812-5f63-5cad-a19b-45f837533c03,315,nyt://article/d2b13812-5f63-5cad-a19b-45f837533c03,"Richard Uihlein, a top G.O.P. megadonor, gave another $10 million in August.",,,,,,,"By Rachel Shorey, Shane Goldmacher and Rebecca R. Ruiz","[{'firstname': 'Rachel', 'middlename': None, 'lastname': 'Shorey', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Shane', 'middlename': None, 'lastname': 'Goldmacher', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}, {'firstname': 'Rebecca', 'middlename': 'R.', 'lastname': 'Ruiz', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 3}]",
